,ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
70392,1000021524,No,438 Main Street,438 Main Street,Baton Rouge,LA,70801,US,LEED-NC v2009,43.0,Certified,7/18/14 0:00,Yes,Corporate: Privately Held,22292.0,6720.0,Multi-Family Residential: Apartment,"438 Main Street, LLC",1/10/12 0:00
70439,1000021602,No,Sewell Cadillac Houston New Car,12221 Katy Freeway,Houston,TX,77079,US,LEED-NC v2009,53.0,Silver,5/2/14 0:00,Yes,Corporate: Privately Held,46528.0,193974.0,Retail: Vehicle Dealership,Sewell Automotive Companies,1/12/12 0:00
70480,1000021664,No,CHM Pediatric Specialty Center,3950 Beaubien,Detroit,MI,48201,US,LEED-NC v2009,44.0,Certified,1/30/13 0:00,Yes,Corporate: Privately Held,105000.0,262758.0,Health Care: Clinic/Other Outpatient,Detroit Medical Center,1/16/12 0:00
70487,1000021672,No,Hilton Garden Inn West End,2201 M Street NW,Washington DC,DC,20037,US,LEED-NC v2009,52.0,Silver,3/13/15 0:00,Yes,Corporate: Privately Held,146283.0,20738.0,"Lodging: Hotel/Motel/Resort, Full Service",OTO Development,1/17/12 0:00
70489,1000021674,No,Watermark Two,250 Kendall Street,Cambridge,MA,2142,US,LEED-NC v2009,54.0,Silver,10/30/13 0:00,Yes,Corporate: Privately Held,147644.0,20675.0,Multi-Family Residential: Apartment,"Principal Real Estate Investors, LLC",1/17/12 0:00
70561,1000021773,No,Doctors Park II Remodel,2650 NE Courtney Drive,Bend,OR,97701,US,LEED-NC v2009,61.0,Gold,2/12/13 0:00,Yes,Corporate: Privately Held,26088.0,92153.0,Health Care: Clinic/Other Outpatient,Courtney LLC,1/20/12 0:00
70587,1000021816,No,Royal Farms 073,1401 S. Division Street,Salisbury,MD,21840,US,LEED-NC v2009,45.0,Certified,10/4/12 0:00,Yes,Corporate: Privately Held,5125.0,45131.0,Retail: Convenience Store,Royal Farms,1/23/12 0:00
70862,1000022185,No,Starling Club at FishHawk Amenity Center,15808 Starling Crossing Drive,Lithia,FL,33547,US,LEED-NC v2009,61.0,Gold,7/8/13 0:00,Yes,Corporate: Privately Held,7994.0,84646.0,Public Assembly: Recreation,Newland Communities,2/5/12 0:00
70891,1000022222,No,Victory Toyota,5 Heitzinger Plaza,Seaside,CA,93955,US,LEED-NC v2009,50.0,Silver,6/30/14 0:00,Yes,Corporate: Privately Held,20082.0,108955.0,Retail: Vehicle Dealership,Victory Toyota,2/7/12 0:00
70959,1000022319,No,Pembroke Pines Clubhouse,"520-698 SW 101st Avenue, Pembroke Pines, FL",Pembroke Pines,FL,33025,US,LEED-NC v2009,62.0,Gold,10/9/13 0:00,Yes,Corporate: Privately Held,7842.0,46181.0,Public Assembly: Other Assembly,"Mill Creek Residential Trust, LLC",2/9/12 0:00
71020,1000022392,No,Aloft Hotel - Orlando,500 South Orange Avenue,Orlando,FL,32801,US,LEED-NC v2009,69.0,Gold,5/29/15 0:00,Yes,Corporate: Privately Held,105251.0,34740.0,"Lodging: Hotel/Motel/Resort, Select Service","GDC Orlando Hotel Owner, LLC",2/14/12 0:00
71069,1000022450,No,One Water Wall,Hidalgo & McCue,Houston,TX,77056,US,LEED-NC v2009,42.0,,,No,Corporate: Privately Held,408381.0,131638.0,Multi-Family Residential: Apartment,Hines,2/15/12 0:00
71088,1000022473,No,Lot 24,2404 Railroad Street,Pittsburgh,PA,15222,US,LEED-NC v2009,41.0,Certified,12/11/14 0:00,Yes,Corporate: Privately Held,89558.0,31754.0,Multi-Family Residential: Apartment,"McCaffery Interests, Inc.",2/16/12 0:00
71183,1000022596,No,Fenwick Station,Spring Street And 2nd Avenue,Silver Spring,MD,20910,US,LEED-NC v2009,60.0,Gold,3/13/15 0:00,Yes,Corporate: Privately Held,290544.0,117710.0,Multi-Family Residential: Apartment,Insight Property Group,2/22/12 0:00
71357,1000022814,No,Central Station of Evanston,1700-1722 Central Street,Evanston,IL,60201,US,LEED-NC v2009,60.0,Gold,5/21/14 0:00,Yes,Corporate: Privately Held,123700.0,43870.0,Multi-Family Residential: Apartment,M & R Development LLC,3/2/12 0:00
71374,1000022847,No,Brennan Office Building,816 Bainbridge Street,La Crosse,WI,54603,US,LEED-NC v2009,57.0,Silver,11/5/13 0:00,Yes,Corporate: Privately Held,28485.0,76910.0,Office: Administrative/Professional,JF Brennan,3/5/12 0:00
71436,1000022927,No,Anadarko Woodloch,Lake Robbins Drive,The Woodlands,TX,77380,US,LEED-NC v2009,57.0,Silver,10/27/14 0:00,Yes,Corporate: Privately Held,720279.0,122918.0,Office: Administrative/Professional,Anadarko Petroleum Corp,3/7/12 0:00
71472,1000022968,No,Time Warner Cable Building,2321 Scientific Park Drive,Wilmington,NC,28405,US,LEED-NC v2009,50.0,Silver,10/29/14 0:00,Yes,Corporate: Privately Held,45000.0,266315.0,Office: Other Office,Williams Realty And Building,3/8/12 0:00
71492,1000022992,No,Royal Farms 161,1545 Pulaski Highway,Bear,DE,19701,US,LEED-NC v2009,44.0,Certified,2/28/14 0:00,Yes,Corporate: Privately Held,5125.0,99578.0,Retail: Convenience Store,Royal Farms,3/9/12 0:00
71494,1000022994,No,Royal Farms 162,1170 Loucks Road,York,PA,17404,US,LEED-NC v2009,43.0,Certified,2/7/13 0:00,Yes,Corporate: Privately Held,5125.0,66211.0,Retail: Convenience Store,Royal Farms,3/9/12 0:00
71543,1000023055,No,Dunn Building Company - New Headquarters,3901 Messer Airport Highway,Birmingham,AL,35222,US,LEED-NC v2009,51.0,Silver,10/27/14 0:00,Yes,Corporate: Privately Held,6600.0,17000.0,Office: Administrative/Professional,Dunn Building Company,3/13/12 0:00
71574,1000023101,No,Agro-Culture Liquid Fertilizer,3055 West M-21,Saint Johns,MI,48879,US,LEED-NC v2009,60.0,Gold,3/17/14 0:00,Yes,Corporate: Privately Held,59740.0,572445.0,Office: Mixed-Use,Agro-Culture Liquid Fertilizer,3/15/12 0:00
71697,1000023250,No,LaFontaine Volkswagen,2200 S. Telegraph Rd.,Dearborn,MI,48124,US,LEED-NC v2009,55.0,Silver,5/24/13 0:00,Yes,Corporate: Privately Held,15912.0,102120.0,Retail: Vehicle Dealership,LML Dearborn LLC,3/20/12 0:00
71703,1000023257,No,HUB Group Chicago,2000 Clearwater Drive,Oak Brook,IL,60523,US,LEED-NC v2009,60.0,Gold,4/28/14 0:00,Yes,Corporate: Privately Held,141239.0,742940.0,Office: Administrative/Professional,HUB Group,3/21/12 0:00
71712,1000023267,No,111 West Wacker Drive,111 West Wacker Drive,Chicago,IL,60601,US,LEED-NC v2009,61.0,Gold,4/10/15 0:00,Yes,Corporate: Privately Held,741805.0,24086.0,Multi-Family Residential: Apartment,"Hart 111 W Wacker, LLC",3/21/12 0:00
71723,1000023283,No,Eagle Phenix Mill 2,1291 Front Ave,Columbus,GA,31901,US,LEED-NC v2009,44.0,,,No,Corporate: Privately Held,58160.0,85466.0,Multi-Family Residential: Apartment,WC Bradley,3/21/12 0:00
71956,1000023573,No,The Embarcadero Commerce Center,7802 Est Bob Bullock Loop,Laredo,TX,78045,US,LEED-NC v2009,48.0,Certified,1/15/13 0:00,Yes,Corporate: Privately Held,252915.0,830486.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Farias Development,4/3/12 0:00
71967,1000023589,No,Volvo Office Expansion,312 Volvo Way,Shippensburg,PA,17257,US,LEED-NC v2009,55.0,Silver,12/19/13 0:00,Yes,Corporate: Privately Held,35541.0,296981.0,Office: Mixed-Use,Volvo Construction Equipment,4/4/12 0:00
72056,1000023697,No,The Oronoco,601 N. Fairfax Street,Alexandria,VA,22314,US,LEED-NC v2009,40.0,Certified,5/5/15 0:00,Yes,Corporate: Privately Held,176162.0,87120.0,Multi-Family Residential: Condominium,Architectural Energy Corporation,4/6/12 0:00
72112,1000023768,No,Veolia Emerald Park - MPF,W124 S10629 124th Street,Muskego,WI,53150,US,LEED-NC v2009,47.0,Certified,4/24/14 0:00,Yes,Corporate: Privately Held,4682.0,76976.0,Industrial Manufacturing,Advanced Disposal,4/10/12 0:00
72260,1000023957,No,Royal Farms 005,901 Snow Hill Rd,Salisbury,MD,21804,US,LEED-NC v2009,41.0,Certified,8/27/13 0:00,Yes,Corporate: Privately Held,4143.0,54886.0,Retail: Convenience Store,Royal Farms,4/17/12 0:00
72262,1000023959,No,Royal Farms 023,6411 Ft. Smallwood,Baltimore,MD,21226,US,LEED-NC v2009,47.0,Certified,11/19/13 0:00,Yes,Corporate: Privately Held,5125.0,103482.0,Retail: Convenience Store,Royal Farms,4/17/12 0:00
72348,1000024057,No,Bell Helicopter-Textron Headquarters,600 E. Hurst Blvd.,Fort Worth,TX,76053,US,LEED-NC v2009,52.0,Silver,9/9/14 0:00,Yes,Corporate: Privately Held,227941.0,159613.0,Office: Administrative/Professional,Bell Helicopter Textron,4/20/12 0:00
72405,1000024134,No,Nutrilite Building 9,5600 Beach Blvd,Buena Park,CA,90621,US,LEED-NC v2009,52.0,Silver,10/16/14 0:00,Yes,Corporate: Privately Held,59705.0,29132.0,Laboratory,Nutrilite,4/24/12 0:00
72431,1000024165,No,Pagliacci Pizza,3015 East Madison Street,Seattle,WA,98112,US,LEED-NC v2009,63.0,Gold,11/7/13 0:00,Yes,Corporate: Privately Held,1942.0,4798.0,Retail: Restaurant/Cafeteria,Pagliacci Pizza,4/25/12 0:00
72448,1000024183,No,Renaissance Hotel Addition,2222 Stemmons Frwy,Dallas,TX,75207,US,LEED-NC v2009,57.0,Silver,11/7/14 0:00,Yes,Corporate: Privately Held,47287.0,70584.0,Public Assembly: Convention Center,"Deep Elem Real Estate, LLC",4/26/12 0:00
72449,1000024184,No,Jones Chicago,220 W Illinois,Chicago,IL,60654,US,LEED-NC v2009,63.0,,,No,Corporate: Privately Held,211025.0,15907.0,Multi-Family Residential: Apartment,Gerding Edlen,4/26/12 0:00
72482,1000024226,No,Swinerton Builders San Diego TI,16798 W. Bernardo Dr.,San Diego,CA,92127,US,LEED-NC v2009,85.0,Platinum,8/11/14 0:00,Yes,Corporate: Privately Held,24505.0,232610.0,Office: Administrative/Professional,Swinerton Builders,4/27/12 0:00
72571,1000024336,No,Broken Sound Club Fitness and Spa,2401 Willow Springs Drive,Boca Raton,FL,33496,US,LEED-NC v2009,43.0,Certified,3/8/15 0:00,Yes,Corporate: Privately Held,32285.0,160950.0,Public Assembly: Recreation,Broken Sound Club,5/2/12 0:00
72707,1000024506,No,Kawailoa Wind Project,Ashley Road,Haleiwa,HI,96712,US,LEED-NC v2009,50.0,Silver,12/11/13 0:00,Yes,Corporate: Privately Held,8417.0,69964.0,Warehouse and Distribution Center: Warehouse,First Wind,5/8/12 0:00
72718,1000024518,No,UPRR Yuma Yard Office,2441 East Gila Ridge Road,Yuma,AZ,85365,US,LEED-NC v2009,40.0,Certified,5/18/15 0:00,Yes,Corporate: Privately Held,9680.0,171010.0,Office: Other Office,Union Pacific Rail Road,5/9/12 0:00
72735,1000024536,No,Petworth Residences,900 Randolph Street NW,Washington,DC,20011,US,LEED-NC v2009,52.0,Silver,11/4/14 0:00,Yes,Corporate: Privately Held,305900.0,68119.0,Multi-Family Residential: Apartment,Duball LLC,5/9/12 0:00
72755,1000024558,No,Vance Thompson Vision Center,3101 W 57th Street,Sioux Falls,SD,57108,US,LEED-NC v2009,41.0,Certified,4/15/15 0:00,Yes,Corporate: Privately Held,33285.0,167815.0,Healthcare: Clinic/Other Outpatient,Vance Thompson Vision,5/10/12 0:00
72794,1000024605,No,John I Haas Technical Center,1214 N 16th Ave,Yakima,WA,98902,US,LEED-NC v2009,65.0,Gold,6/14/13 0:00,Yes,Corporate: Privately Held,23617.0,104162.0,Office: Other Office,"John I. Haas, Inc.",5/11/12 0:00
72817,1000024634,No,Partner Engineering Offices,2154 Torrance Blvd,Torrance,CA,90501,US,LEED-NC v2009,40.0,Certified,9/3/13 0:00,Yes,Corporate: Privately Held,17350.0,18017.0,Office: Administrative/Professional,Partner Engineering & Science,5/14/12 0:00
72875,1000024710,No,The Center on Main,320 East Main Street,Chattanooga,TN,37408,US,LEED-NC v2009,51.0,Silver,5/22/15 0:00,Yes,Corporate: Privately Held,19942.0,60562.0,Office: Medical (Non-Diagnostic),Jump Development,5/16/12 0:00
72979,1000024841,No,Kaiser Permanente South,10240 Park Meadows Drive,Lone Tree,CO,80124,US,LEED-NC v2009,52.0,Silver,5/27/14 0:00,Yes,Corporate: Privately Held,275376.0,868429.0,Health Care: Clinic/Other Outpatient,Kaiser Permanente,5/23/12 0:00
72998,1000024863,No,Bindery Redevelopment LLC,43 South Main Street,Concord,NH,3301,US,LEED-NC v2009,43.0,Certified,3/21/14 0:00,Yes,Corporate: Privately Held,69340.0,22925.0,Office: Mixed-Use,"Bindery Redevelopment, LLC",5/24/12 0:00
73162,1000025076,No,Royal Farms 040,7843 Telegraph Road,Severn,MD,21144,US,LEED-NC v2009,40.0,Certified,1/28/14 0:00,Yes,Corporate: Privately Held,5125.0,109714.0,Retail: Convenience Store,Royal Farms,6/1/12 0:00
73177,1000025108,No,Vivint,4949 North 300 West,Provo,UT,84604,US,LEED-NC v2009,50.0,Silver,5/12/15 0:00,Yes,Corporate: Privately Held,94213.0,125588.0,Office: Administrative/Professional,Gardner Company,6/1/12 0:00
73210,1000025154,No,Star Tobacco Factory,16 South Market Street,Petersburg,VA,23803,US,LEED-NC v2009,41.0,Certified,8/28/14 0:00,Yes,Corporate: Privately Held,60750.0,91305.0,Multi-Family Residential: Apartment,"Star Lofts, LLC",6/4/12 0:00
73275,1000025238,No,Newport Computers,Airport Drive,Rochester,NH,3867,US,LEED-NC v2009,54.0,Silver,12/20/13 0:00,Yes,Corporate: Privately Held,30340.0,267579.0,Industrial Manufacturing,"Sakuntala, LLC",6/6/12 0:00
73344,1000025326,No,125 Dunnell Road,125 Dunnell Road,Maplewood,NJ,7040,US,LEED-NC v2009,40.0,Certified,11/21/14 0:00,Yes,Corporate: Privately Held,48348.0,37501.0,Multi-Family Residential: Apartment,JG Petrucci,6/12/12 0:00
73360,1000025347,No,Parcel M,Grand Avenue Parcel M,Los Angeles,CA,90012,US,LEED-NC v2009,61.0,Gold,12/5/14 0:00,Yes,Corporate: Privately Held,267040.0,39397.0,Multi-Family Residential: Apartment,HKS,6/12/12 0:00
73425,1000025423,No,Glanbia Corporate Office Building,4th Ave South,Twin Falls,ID,83301,US,LEED-NC v2009,49.0,Certified,3/7/14 0:00,Yes,Corporate: Privately Held,40060.0,24271.0,Office: Administrative/Professional,"Glanbia Foods, Inc.",6/15/12 0:00
73477,1000025484,No,Pine Street Flats,1055 Pine Street,Nashville,TN,37203,US,LEED-NC v2009,50.0,Silver,1/28/14 0:00,Yes,Corporate: Privately Held,292726.0,161943.0,Multi-Family Residential: Apartment,MarketStreet Enterprises,6/19/12 0:00
73507,1000025520,No,2nd and Bell,2304 2nd Ave,Seattle,WA,98121,US,LEED-NC v2009,42.0,Certified,1/15/14 0:00,Yes,Corporate: Privately Held,114126.0,12720.0,Multi-Family Residential: Apartment,HB Northwest,6/20/12 0:00
73509,1000025522,No,4th and Denny,2720 4th Avenue,Seattle,WA,98121,US,LEED-NC v2009,44.0,Certified,3/10/15 0:00,Yes,Corporate: Privately Held,153984.0,19971.0,Multi-Family Residential: Apartment,Col-Pac,6/20/12 0:00
73525,1000025546,No,Park Place Lexus - Plano,6785 Dallas Parkway,Plano,TX,75024,US,LEED-NC v2009,49.0,Certified,12/2/14 0:00,Yes,Corporate: Privately Held,170000.0,1194179.0,Retail: Vehicle Dealership,Park Place Dealerships,6/21/12 0:00
73541,1000025570,No,Dunning Toyota,3745 Jackson Rd.,Ann Arbor,MI,48103,US,LEED-NC v2009,55.0,Silver,1/13/14 0:00,Yes,Corporate: Privately Held,34152.0,449327.0,Retail: Vehicle Dealership,"ACD Investments, LLC",6/22/12 0:00
73580,1000025619,No,Rockford Construction Downtown Campus,601 First Street NW,Grand Rapids,MI,49504,US,LEED-NC v2009,80.0,Platinum,9/22/14 0:00,Yes,Corporate: Privately Held,58161.0,158686.0,Office: Administrative/Professional,Rockford Construction Company Inc.,6/26/12 0:00
73581,1000025620,No,SW 12th and Alder,SW 12th And Alder,Portland,OR,97205,US,LEED-NC v2009,52.0,Silver,4/25/14 0:00,Yes,Corporate: Privately Held,22358.0,10000.0,Office: Mixed-Use,Downtown Development Group,6/26/12 0:00
73589,1000025628,No,The Union,2750 SW Harrison Boulevard,Corvallis,OR,97330,US,LEED-NC v2009,51.0,Silver,8/1/14 0:00,Yes,Corporate: Privately Held,79086.0,79314.0,Multi-Family Residential: Apartment,Project^,6/26/12 0:00
73689,1000025748,No,Supermax Healthcare Inc,Sequoia Drive,Aurora,IL,60506,US,LEED-NC v2009,66.0,Gold,4/23/14 0:00,Yes,Corporate: Privately Held,90170.0,608364.0,Industrial Manufacturing,Supermax Healthcare Inc,7/3/12 0:00
73695,1000025754,No,21 Euclid Avenue,21 Euclid Avenue,Haddonfield,NJ,8033,US,LEED-NC v2009,53.0,Silver,10/16/14 0:00,Yes,Corporate: Privately Held,7726.0,11360.0,Office: Administrative/Professional,Walters Contracting Co. LLC,7/3/12 0:00
73728,1000025787,No,HCA NASHVILLE DATA CENTER,5900 Crossings Boulevard,Antioch,TN,37013,US,LEED-NC v2009,40.0,Certified,5/12/14 0:00,Yes,Corporate: Privately Held,94484.0,1141645.0,Datacenter,Hospital Corporation Of America,7/3/12 0:00
73752,1000025819,No,Howard Square Apartments,7600 Singer Drive,Jessup,MD,20794,US,LEED-NC v2009,80.0,Platinum,9/3/14 0:00,Yes,Corporate: Privately Held,372130.0,182188.0,,ATAPCO,7/5/12 0:00
73808,1000025896,No,Royal Farms 050,2704 Washington Blvd,Baltimore,MD,21230,US,LEED-NC v2009,41.0,Certified,3/14/14 0:00,Yes,Corporate: Privately Held,4018.0,22509.0,Retail: Convenience Store,Royal Farms,7/10/12 0:00
73809,1000025897,No,Royal Farms 151,293 S. Saulsbury Road,Dover,DE,19904,US,LEED-NC v2009,44.0,Certified,4/10/14 0:00,Yes,Corporate: Privately Held,5785.0,157822.0,Retail: Convenience Store,Royal Farm,7/10/12 0:00
73810,1000025899,No,Crescent Crosstown,9712 Bosque Creek Circle,Tampa,FL,33619,US,LEED-NC v2009,42.0,Certified,4/17/15 0:00,Yes,Corporate: Privately Held,6890.0,65039.0,Multi-Family Residential: Apartment,Crescent Crosstown,7/10/12 0:00
73886,1000025984,No,Cadillac Hotel Addtn Courtyard Marriott,3925 Collins Ave,Miami,FL,33141,US,LEED-NC v2009,44.0,Certified,5/14/14 0:00,Yes,Corporate: Privately Held,58802.0,25096.0,"Lodging: Hotel/Motel/Resort, Full Service",Hersha Hospitality,7/12/12 0:00
73899,1000026000,No,Hub One Logistics,Lot 11,Greencastle,PA,17225,US,LEED-NC v2009,50.0,Silver,1/14/14 0:00,Yes,Corporate: Privately Held,400000.0,988851.0,Warehouse and Distribution Center: Refrigerated,Armada Supply Chain Solutions,7/13/12 0:00
73914,1000026023,No,CEFCU Germantown Hills Member Center,510 Jubilee Lane,Germantown Hills,IL,61548,US,LEED-NC v2009,44.0,Certified,10/7/14 0:00,Yes,Corporate: Privately Held,5361.0,229162.0,Retail: Bank Branch,CEFCU,7/16/12 0:00
73921,1000026031,No,PANCAL,954 Centerville Rd,Newville,PA,17241,US,LEED-NC v2009,41.0,Certified,6/19/13 0:00,Yes,Corporate: Privately Held,1400000.0,5058858.0,Warehouse and Distribution Center: Warehouse,"Panattoni Development Company, Inc.",7/16/12 0:00
73973,1000026099,No,Franklin Electric Headquarters,9255 Coverdale Rd.,Fort Wayne,IN,46809,US,LEED-NC v2009,50.0,Silver,6/20/14 0:00,Yes,Corporate: Privately Held,120000.0,1373875.0,Office: Mixed-Use,"Franklin Electric Co., Inc.",7/19/12 0:00
74006,1000026136,No,Residence Inn Needham,80 B Street,Needham,MA,2492,US,LEED-NC v2009,60.0,Gold,4/24/14 0:00,Yes,Corporate: Privately Held,88638.0,116098.0,"Lodging: Hotel/Motel/Resort, Full Service",SXC Needham Inn LLC,7/20/12 0:00
74040,1000026176,No,Antelope Valley Solar Ranch Op Facility,49881 West 170th Street,Lancaster,CA,93536,US,LEED-NC v2009,56.0,Silver,11/18/13 0:00,Yes,Corporate: Privately Held,4057.0,48676.0,Service: Other Service,"AV Solar Ranch 1, LLC (Exelon)",7/23/12 0:00
74061,1000026203,No,CMTA Lexington Office Building,2429 Members Way,Lexington,KY,40504,US,LEED-NC v2009,81.0,Platinum,4/16/15 0:00,Yes,Corporate: Privately Held,11750.0,42200.0,Office: Administrative/Professional,CMTA Consulting Engineers,7/24/12 0:00
74140,1000026301,No,Bell Lexus North Scottsdale,18055 North Scottsdale Road,Scottsdale,AZ,85255,US,LEED-NC v2009,60.0,Gold,10/30/14 0:00,Yes,Corporate: Privately Held,83278.0,398574.0,Retail: Vehicle Dealership,BCB Group Investments,7/30/12 0:00
74180,1000026350,No,Kansas Leadership Center,325 E Douglas Avenue,Wichita,KS,67202,US,LEED-NC v2009,40.0,,,No,Corporate: Privately Held,33300.0,14975.0,Office: Administrative/Professional,Kansas Health Foundation,8/1/12 0:00
74220,1000026398,No,Regal,1051 Cheyenne Avenue,Grafton,WI,53024,US,LEED-NC v2009,43.0,Certified,3/7/14 0:00,Yes,Corporate: Privately Held,45260.0,244427.0,Office: Administrative/Professional,"Grafton Cheyenne, LLC",8/3/12 0:00
74307,1000026500,No,850 Lake Shore Drive,850 North Lake Shore Drive,Chicago,IL,60611,US,LEED-NC v2009,51.0,Silver,5/29/15 0:00,Yes,Corporate: Privately Held,338101.0,31638.0,Multi-Unit Residence,850 Investors LLC,8/8/12 0:00
74388,1000026594,No,Hendrick Lexus,Merriam Pointe,Merriam,KS,66203,US,LEED-NC v2009,42.0,Certified,3/18/15 0:00,Yes,Corporate: Privately Held,67240.0,364192.0,Retail: Vehicle Dealership,Hendrick Automotive Group,8/13/12 0:00
74452,1000026670,No,RPA Engineering Spring Ridge Building,400 Spring Ridge Drive,Wyomissing,PA,19610,US,LEED-NC v2009,48.0,Certified,3/31/14 0:00,Yes,Corporate: Privately Held,12007.0,87119.0,Office: Administrative/Professional,RPA Associates Inc.,8/16/12 0:00
74532,1000026764,No,Subaru Florence Part Distribution Center,2020 US Route 130,Florence,NJ,8554,US,LEED-NC v2009,54.0,Silver,1/3/14 0:00,Yes,Corporate: Privately Held,526050.0,2945372.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Florence Crossings 1, LLC",8/22/12 0:00
74608,1000026860,No,Lincoln Harbor Residential Building B,TBD,Weehawken,NJ,7086,US,LEED-NC v2009,56.0,Silver,5/13/15 0:00,Yes,Corporate: Privately Held,248685.0,69055.0,Multi-Family Residential: Apartment,"Estuary Urban Renewal Unit B, LLC",8/27/12 0:00
74610,1000026862,No,Old Town Mixed Use,16175 Cleveland Street,Redmond,WA,98052,US,LEED-NC v2009,45.0,Certified,11/25/14 0:00,Yes,Corporate: Privately Held,131940.0,35865.0,Multi-Family Residential: Apartment,TBD+ Architects,8/27/12 0:00
74635,1000026907,No,New City Residential Tower,1457 N Halsted Street,Chicago,IL,60610,US,LEED-NC v2009,41.0,,,No,Corporate: Privately Held,205195.0,307932.0,Multi-Family Residential: Apartment,Structured Development,8/28/12 0:00
74669,1000026964,No,Servicon Warehouse Conversion,3965 Landmark Street,Culver City,CA,90232,US,LEED-NC v2009,81.0,Platinum,9/19/14 0:00,Yes,Corporate: Privately Held,3409.0,30537.0,Office: Administrative/Professional,"Servicon Systems, Inc",8/30/12 0:00
74718,1000027033,No,JF Ahern Co Milwaukee Office Phase 1,3201 W. Canal St.,Milwaukee,WI,53214,US,LEED-NC v2009,59.0,,,No,Corporate: Privately Held,29068.0,168430.0,Office: Administrative/Professional,J F Ahern Co,9/4/12 0:00
74780,1000027107,No,Sonoma-Cutrer Vineyards Bodega II,4401 Slusser Road,Windsor,CA,95942,US,LEED-NC v2009,64.0,Gold,5/11/15 0:00,Yes,Corporate: Privately Held,28902.0,591822.0,Warehouse: General,Sonoma-Cutrer Vineyards,9/6/12 0:00
74810,1000027148,No,Raining Rose,100 30th Street Drive SE,Cedar Rapids,IA,52403,US,LEED-NC v2009,47.0,Certified,1/3/14 0:00,Yes,Corporate: Privately Held,121479.0,342938.0,Office: Administrative/Professional,"Raining Rose, Inc.",9/10/12 0:00
74825,1000027166,No,GetGo 3003 Southside Pittsburgh,East Carson Street And South 33rd Street,Pittsburgh,PA,15203,US,LEED-NC v2009,49.0,Certified,4/10/15 0:00,Yes,Corporate: Privately Held,5266.0,72266.0,Retail: Convenience Store,Giant Eagle - Aetos,9/11/12 0:00
74848,1000027204,No,Mitsubishi Electric Cooling and Heating,1340 Satellite Blvd,Suwanee,GA,30024,US,LEED-NC v2009,47.0,Certified,10/31/13 0:00,Yes,Corporate: Privately Held,559960.0,1418314.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","IDI, Industrial Developments Int'l",9/12/12 0:00
74858,1000027218,No,KeyBank - OH - 6985 - Avon Commons,36036 Detroit Road,Avon,OH,44011,US,LEED-NC v2009,47.0,Certified,12/10/13 0:00,Yes,Corporate: Privately Held,3891.0,35006.0,Retail: Bank Branch,KeyBank,9/13/12 0:00
74889,1000027260,No,Design Styles Architecture Office,1708 E. Columbus Dr,Tampa,FL,33605,US,LEED-NC v2009,66.0,Gold,12/24/13 0:00,Yes,Corporate: Privately Held,4896.0,20092.0,Office: Administrative/Professional,Design Styles Architecture,9/14/12 0:00
74901,1000027274,No,KeyBank - OH - 6959 - Rocky River,19234 Detroit Road,Rocky River,OH,44116,US,LEED-NC v2009,50.0,Silver,1/10/14 0:00,Yes,Corporate: Privately Held,4074.0,37811.0,Retail: Bank Branch,KeyCorp,9/14/12 0:00
74930,1000027323,No,Van Meter Inc,2458 State Hwy 22,Muscatine,IA,52761,US,LEED-NC v2009,43.0,,,No,Corporate: Privately Held,19172.0,112316.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Van Meter, Inc.",9/17/12 0:00
74983,1000027388,No,Lake Park Crescent,1060 E 41st Street,Chicago,IL,60653,US,LEED-NC v2009,51.0,Silver,6/12/14 0:00,Yes,Corporate: Privately Held,121924.0,35361.0,Multi-Family Residential: Apartment,The Davis Group,9/19/12 0:00
75067,1000027497,No,Adjustable Forms Inc,1 East Progress Road,Lombard,IL,60148,US,LEED-NC v2009,41.0,,,No,Corporate: Privately Held,20139.0,77734.0,Office: Mixed-Use,DLR Group,9/25/12 0:00
75078,1000027512,No,"Hampton Inn - Lewiston, ME",15 Lincoln Street,Lewiston,ME,4240,US,LEED-NC v2009,60.0,Gold,3/23/15 0:00,Yes,Corporate: Privately Held,51389.0,123960.0,"Lodging: Hotel/Motel/Resort, Limited Service","Parrallax Partners, Inc.",9/26/12 0:00
75139,1000027583,No,Volkswagen SERDC,2560 Buttermilk Way,Lenoir City,TN,37771,US,LEED-NC v2009,53.0,Silver,6/20/13 0:00,Yes,Corporate: Privately Held,527447.0,2378376.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Volkswagen Group Of America,10/1/12 0:00
75178,1000027630,No,Noble Energy Center One,20946 N. Loop Road,Houston,TX,77070,US,LEED-NC v2009,62.0,Gold,9/18/13 0:00,Yes,Corporate: Privately Held,495080.0,253915.0,Office: Other Office,Trammell Crow,10/3/12 0:00
75234,1000027723,No,LSC Design,320 North George Street,York,PA,17401,US,LEED-NC v2009,84.0,Platinum,10/15/14 0:00,Yes,Corporate: Privately Held,43339.0,123362.0,Office: Administrative/Professional,LSC Design,10/8/12 0:00
